row_id,name,current_status,field,current_value,recommended_value,finding,confidence,official_evidence_url,independent_evidence_url,notes,recommended_action
ddb8da5f-f07c-4664-99c8-c3084b2aab18,Tracksuit,verified,founders,,"Conor Archbold, Matthew Herbert",public evidence suggests updating this field,1.00,https://gotracksuit.com,https://www.gotracksuit.com/us/about,Review before applying to live Supabase.,update_field
ddb8da5f-f07c-4664-99c8-c3084b2aab18,Tracksuit,verified,total_raised_currency_raw,,AU$38M,public evidence suggests updating this field,1.00,https://gotracksuit.com,https://www.gotracksuit.com/us/about,Review before applying to live Supabase.,update_field
ddb8da5f-f07c-4664-99c8-c3084b2aab18,Tracksuit,verified,total_raised_source_url,,https://www.bandt.com.au/tracksuit-raises-38m-co-founders-conor-archbold-matthew-herbert-become-ceo-cco,public evidence suggests updating this field,1.00,https://gotracksuit.com,https://www.gotracksuit.com/us/about,Review before applying to live Supabase.,update_field
351c1553-7781-48ba-aa52-50699c4f0076,Volt,verified,founded_year,,2019,public evidence suggests updating this field,1.00,https://volt.ai/official-information-about-volt-ai,https://volt.ai,Review before applying to live Supabase.,update_field
351c1553-7781-48ba-aa52-50699c4f0076,Volt,verified,summary,"Computer-vision platform for physical security teams, automating surveillance review and incident detection.","VOLT AI is an AI-powered video analytics platform for physical security, transforming existing IP camera infrastructure into intelligent, proactive safety systems that detect weapons, fights, medical emergencies, and other threats in real-time.",public evidence suggests updating this field,1.00,https://volt.ai/official-information-about-volt-ai,https://volt.ai,Review before applying to live Supabase.,update_field
351c1553-7781-48ba-aa52-50699c4f0076,Volt,verified,city,Melbourne,Bethesda,public evidence suggests updating this field,1.00,https://volt.ai/official-information-about-volt-ai,https://volt.ai,Review before applying to live Supabase.,update_field
351c1553-7781-48ba-aa52-50699c4f0076,Volt,verified,country,AU,US,public evidence suggests updating this field,1.00,https://volt.ai/official-information-about-volt-ai,https://volt.ai,Review before applying to live Supabase.,update_field
351c1553-7781-48ba-aa52-50699c4f0076,Volt,verified,founders,,"Egor Olteanu, Dmitry Sokolowski",public evidence suggests updating this field,1.00,https://volt.ai/official-information-about-volt-ai,https://volt.ai,Review before applying to live Supabase.,update_field
9744b659-d173-4df6-98c1-79a3eb0f4e02,Vxt,verified,founded_year,,2019,public evidence suggests updating this field,1.00,https://www.nzherald.co.nz/technology/christchurch-lawtech-firm-vxt-raises-25m-at-45m-valuation-with-silicon-valley-backing/4PY4UNZPF5AWDNFHUE5RRRJT2E,https://www.vxt.ai/post/vxt-ceo-entrepreneurship-leadership-award-2025,Review before applying to live Supabase.,update_field
9744b659-d173-4df6-98c1-79a3eb0f4e02,Vxt,verified,summary,"Communications platform for legal and accounting firms, with AI transcription and summarisation built into the calling stack.","VXT is a Christchurch-founded legaltech firm whose software manages calls, texts, and other communications for lawyers - using AI to transcribe and summarise exchanges and plug file notes into practice management software.",public evidence suggests updating this field,1.00,https://www.nzherald.co.nz/technology/christchurch-lawtech-firm-vxt-raises-25m-at-45m-valuation-with-silicon-valley-backing/4PY4UNZPF5AWDNFHUE5RRRJT2E,https://www.vxt.ai/post/vxt-ceo-entrepreneurship-leadership-award-2025,Review before applying to live Supabase.,update_field
9744b659-d173-4df6-98c1-79a3eb0f4e02,Vxt,verified,city,Wellington,Christchurch,public evidence suggests updating this field,1.00,https://www.nzherald.co.nz/technology/christchurch-lawtech-firm-vxt-raises-25m-at-45m-valuation-with-silicon-valley-backing/4PY4UNZPF5AWDNFHUE5RRRJT2E,https://www.vxt.ai/post/vxt-ceo-entrepreneurship-leadership-award-2025,Review before applying to live Supabase.,update_field
9744b659-d173-4df6-98c1-79a3eb0f4e02,Vxt,verified,founders,,"Luke Campbell, Lucy Turner",public evidence suggests updating this field,1.00,https://www.nzherald.co.nz/technology/christchurch-lawtech-firm-vxt-raises-25m-at-45m-valuation-with-silicon-valley-backing/4PY4UNZPF5AWDNFHUE5RRRJT2E,https://www.vxt.ai/post/vxt-ceo-entrepreneurship-leadership-award-2025,Review before applying to live Supabase.,update_field
9744b659-d173-4df6-98c1-79a3eb0f4e02,Vxt,verified,total_raised_currency_raw,,NZD $3.1M (seed $600K + pre-Series A $2.5M),public evidence suggests updating this field,1.00,https://www.nzherald.co.nz/technology/christchurch-lawtech-firm-vxt-raises-25m-at-45m-valuation-with-silicon-valley-backing/4PY4UNZPF5AWDNFHUE5RRRJT2E,https://www.vxt.ai/post/vxt-ceo-entrepreneurship-leadership-award-2025,Review before applying to live Supabase.,update_field
9744b659-d173-4df6-98c1-79a3eb0f4e02,Vxt,verified,total_raised_source_url,,https://www.nzherald.co.nz/technology/christchurch-lawtech-firm-vxt-raises-25m-at-45m-valuation-with-silicon-valley-backing/4PY4UNZPF5AWDNFHUE5RRRJT2E,public evidence suggests updating this field,1.00,https://www.nzherald.co.nz/technology/christchurch-lawtech-firm-vxt-raises-25m-at-45m-valuation-with-silicon-valley-backing/4PY4UNZPF5AWDNFHUE5RRRJT2E,https://www.vxt.ai/post/vxt-ceo-entrepreneurship-leadership-award-2025,Review before applying to live Supabase.,update_field
9744b659-d173-4df6-98c1-79a3eb0f4e02,Vxt,verified,valuation_currency_raw,,NZD $45m,public evidence suggests updating this field,1.00,https://www.nzherald.co.nz/technology/christchurch-lawtech-firm-vxt-raises-25m-at-45m-valuation-with-silicon-valley-backing/4PY4UNZPF5AWDNFHUE5RRRJT2E,https://www.vxt.ai/post/vxt-ceo-entrepreneurship-leadership-award-2025,Review before applying to live Supabase.,update_field
9744b659-d173-4df6-98c1-79a3eb0f4e02,Vxt,verified,valuation_source_url,,https://www.nzherald.co.nz/technology/christchurch-lawtech-firm-vxt-raises-25m-at-45m-valuation-with-silicon-valley-backing/4PY4UNZPF5AWDNFHUE5RRRJT2E,public evidence suggests updating this field,1.00,https://www.nzherald.co.nz/technology/christchurch-lawtech-firm-vxt-raises-25m-at-45m-valuation-with-silicon-valley-backing/4PY4UNZPF5AWDNFHUE5RRRJT2E,https://www.vxt.ai/post/vxt-ceo-entrepreneurship-leadership-award-2025,Review before applying to live Supabase.,update_field
9744b659-d173-4df6-98c1-79a3eb0f4e02,Vxt,verified,headcount_estimate,,30,public evidence suggests updating this field,1.00,https://www.nzherald.co.nz/technology/christchurch-lawtech-firm-vxt-raises-25m-at-45m-valuation-with-silicon-valley-backing/4PY4UNZPF5AWDNFHUE5RRRJT2E,https://www.vxt.ai/post/vxt-ceo-entrepreneurship-leadership-award-2025,Review before applying to live Supabase.,update_field
9744b659-d173-4df6-98c1-79a3eb0f4e02,Vxt,verified,headcount_source_url,,https://www.vxt.ai/post/vxt-ceo-entrepreneurship-leadership-award-2025,public evidence suggests updating this field,1.00,https://www.nzherald.co.nz/technology/christchurch-lawtech-firm-vxt-raises-25m-at-45m-valuation-with-silicon-valley-backing/4PY4UNZPF5AWDNFHUE5RRRJT2E,https://www.vxt.ai/post/vxt-ceo-entrepreneurship-leadership-award-2025,Review before applying to live Supabase.,update_field
