row_id,name,current_status,field,current_value,recommended_value,finding,confidence,official_evidence_url,independent_evidence_url,notes,recommended_action
c4f95a6d-c130-4183-a21f-78a20323529d,Algenie,verified,total_raised_as_of,,2024-09-10,public evidence suggests updating this field,1.00,https://algenie.com,https://events.humanitix.com/chats-for-the-goals-algenie,Review before applying to live Supabase.,update_field
c4f95a6d-c130-4183-a21f-78a20323529d,Algenie,verified,total_raised_source_url,,https://www.smartcompany.com.au/startupsmart/algenie-raises-1-1-million-replace-fossil-fuels-algae/,public evidence suggests updating this field,1.00,https://algenie.com,https://events.humanitix.com/chats-for-the-goals-algenie,Review before applying to live Supabase.,update_field
6aeb0acb-d811-4d13-999f-970d481b163a,Alloy,verified,summary,"Agent platform for go-to-market teams, automating outbound and account research workflows.","Alloy Robotics is a Sydney-based startup building foundational data infrastructure for the robotics industry, enabling companies to search, analyze, and learn from the large volumes of data their robots produce using natural language and AI.",public evidence suggests updating this field,1.00,https://www.forbes.com.au/news/entrepreneurs/alloy-robotics-emerges-from-stealth-with-4-5m-pre-seed-from-blackbird-airtree-and-skip,,Review before applying to live Supabase.,update_field
6aeb0acb-d811-4d13-999f-970d481b163a,Alloy,verified,city,Melbourne,Sydney,public evidence suggests updating this field,1.00,https://www.forbes.com.au/news/entrepreneurs/alloy-robotics-emerges-from-stealth-with-4-5m-pre-seed-from-blackbird-airtree-and-skip,,Review before applying to live Supabase.,update_field
6aeb0acb-d811-4d13-999f-970d481b163a,Alloy,verified,founders,,Joe Harris,public evidence suggests updating this field,1.00,https://www.forbes.com.au/news/entrepreneurs/alloy-robotics-emerges-from-stealth-with-4-5m-pre-seed-from-blackbird-airtree-and-skip,,Review before applying to live Supabase.,update_field
6aeb0acb-d811-4d13-999f-970d481b163a,Alloy,verified,total_raised_currency_raw,,AUD $4.5M,public evidence suggests updating this field,1.00,https://www.forbes.com.au/news/entrepreneurs/alloy-robotics-emerges-from-stealth-with-4-5m-pre-seed-from-blackbird-airtree-and-skip,,Review before applying to live Supabase.,update_field
6aeb0acb-d811-4d13-999f-970d481b163a,Alloy,verified,total_raised_source_url,,https://www.forbes.com.au/news/entrepreneurs/alloy-robotics-emerges-from-stealth-with-4-5m-pre-seed-from-blackbird-airtree-and-skip,public evidence suggests updating this field,1.00,https://www.forbes.com.au/news/entrepreneurs/alloy-robotics-emerges-from-stealth-with-4-5m-pre-seed-from-blackbird-airtree-and-skip,,Review before applying to live Supabase.,update_field
821e82d4-1b5e-4d70-aab8-5ea9dc101b73,Anduril Australia,verified,founded_year,,2017,public evidence suggests updating this field,1.00,https://www.afr.com/companies/infrastructure/this-not-at-all-evil-genius-is-building-cutting-edge-drone-submarines-20251125-p5ni4b,https://www.capitalbrief.com/article/palmer-luckeys-defence-startup-anduril-is-on-an-australian-hiring-spree-07c4237b-5b0c-42bd-bd41-dc6b0e083c84,Review before applying to live Supabase.,update_field
821e82d4-1b5e-4d70-aab8-5ea9dc101b73,Anduril Australia,verified,summary,"Australian arm of Anduril Industries, building autonomous defence systems including the Ghost Shark extra-large autonomous undersea vehicle for the Royal Australian Navy.","Anduril Australia is the Australian subsidiary of Anduril Industries, developing autonomous and AI-powered defence systems including the Ghost Shark uncrewed submarine, manufactured in Sydney.",public evidence suggests updating this field,1.00,https://www.afr.com/companies/infrastructure/this-not-at-all-evil-genius-is-building-cutting-edge-drone-submarines-20251125-p5ni4b,https://www.capitalbrief.com/article/palmer-luckeys-defence-startup-anduril-is-on-an-australian-hiring-spree-07c4237b-5b0c-42bd-bd41-dc6b0e083c84,Review before applying to live Supabase.,update_field
821e82d4-1b5e-4d70-aab8-5ea9dc101b73,Anduril Australia,verified,founders,,Palmer Luckey,public evidence suggests updating this field,1.00,https://www.afr.com/companies/infrastructure/this-not-at-all-evil-genius-is-building-cutting-edge-drone-submarines-20251125-p5ni4b,https://www.capitalbrief.com/article/palmer-luckeys-defence-startup-anduril-is-on-an-australian-hiring-spree-07c4237b-5b0c-42bd-bd41-dc6b0e083c84,Review before applying to live Supabase.,update_field
821e82d4-1b5e-4d70-aab8-5ea9dc101b73,Anduril Australia,verified,valuation_usd,,30500000000,public evidence suggests updating this field,1.00,https://www.afr.com/companies/infrastructure/this-not-at-all-evil-genius-is-building-cutting-edge-drone-submarines-20251125-p5ni4b,https://www.capitalbrief.com/article/palmer-luckeys-defence-startup-anduril-is-on-an-australian-hiring-spree-07c4237b-5b0c-42bd-bd41-dc6b0e083c84,Review before applying to live Supabase.,update_field
821e82d4-1b5e-4d70-aab8-5ea9dc101b73,Anduril Australia,verified,valuation_currency_raw,,US$30.5b,public evidence suggests updating this field,1.00,https://www.afr.com/companies/infrastructure/this-not-at-all-evil-genius-is-building-cutting-edge-drone-submarines-20251125-p5ni4b,https://www.capitalbrief.com/article/palmer-luckeys-defence-startup-anduril-is-on-an-australian-hiring-spree-07c4237b-5b0c-42bd-bd41-dc6b0e083c84,Review before applying to live Supabase.,update_field
821e82d4-1b5e-4d70-aab8-5ea9dc101b73,Anduril Australia,verified,valuation_source_url,,https://www.capitalbrief.com/article/palmer-luckeys-defence-startup-anduril-is-on-an-australian-hiring-spree-07c4237b-5b0c-42bd-bd41-dc6b0e083c84,public evidence suggests updating this field,1.00,https://www.afr.com/companies/infrastructure/this-not-at-all-evil-genius-is-building-cutting-edge-drone-submarines-20251125-p5ni4b,https://www.capitalbrief.com/article/palmer-luckeys-defence-startup-anduril-is-on-an-australian-hiring-spree-07c4237b-5b0c-42bd-bd41-dc6b0e083c84,Review before applying to live Supabase.,update_field
821e82d4-1b5e-4d70-aab8-5ea9dc101b73,Anduril Australia,verified,headcount_estimate,,200,public evidence suggests updating this field,1.00,https://www.afr.com/companies/infrastructure/this-not-at-all-evil-genius-is-building-cutting-edge-drone-submarines-20251125-p5ni4b,https://www.capitalbrief.com/article/palmer-luckeys-defence-startup-anduril-is-on-an-australian-hiring-spree-07c4237b-5b0c-42bd-bd41-dc6b0e083c84,Review before applying to live Supabase.,update_field
821e82d4-1b5e-4d70-aab8-5ea9dc101b73,Anduril Australia,verified,headcount_source_url,,https://www.capitalbrief.com/article/palmer-luckeys-defence-startup-anduril-is-on-an-australian-hiring-spree-07c4237b-5b0c-42bd-bd41-dc6b0e083c84,public evidence suggests updating this field,1.00,https://www.afr.com/companies/infrastructure/this-not-at-all-evil-genius-is-building-cutting-edge-drone-submarines-20251125-p5ni4b,https://www.capitalbrief.com/article/palmer-luckeys-defence-startup-anduril-is-on-an-australian-hiring-spree-07c4237b-5b0c-42bd-bd41-dc6b0e083c84,Review before applying to live Supabase.,update_field
d7d8b5e0-14c3-4cbe-be80-08952428e68b,Atlassian,verified,summary,"Enterprise collaboration software (Jira, Confluence, Bitbucket). Rovo AI agents and Atlassian Intelligence are now embedded across the cloud product suite.","Atlassian is a collaboration software company offering tools for software, IT, and business teams, including Jira, Confluence, Jira Service Management, Loom, and the AI assistant Rovo - all built for the AI era of teamwork.",public evidence suggests updating this field,1.00,https://www.atlassian.com,https://stratechery.com/2025/an-interview-with-atlassian-ceo-mike-cannon-brookes-about-atlassian-and-ai,Review before applying to live Supabase.,update_field
d7d8b5e0-14c3-4cbe-be80-08952428e68b,Atlassian,verified,founders,,"Mike Cannon-Brookes, Scott Farquhar",public evidence suggests updating this field,1.00,https://www.atlassian.com,https://stratechery.com/2025/an-interview-with-atlassian-ceo-mike-cannon-brookes-about-atlassian-and-ai,Review before applying to live Supabase.,update_field
f3fdd95e-f66c-424e-9f0c-4c59079ab13b,Augmenta,verified,summary,"AI co-pilot for in-house legal teams, focused on contract lifecycle management and review automation.","Augmenta is an AI-driven construction platform that automates building design for contractors and engineers, using Spatial AI to generate fully coordinated electrical, mechanical, and plumbing models in hours instead of weeks.",public evidence suggests updating this field,1.00,https://augmenta.ai,https://www.crunchbase.com/organization/augmenta-ai,Review before applying to live Supabase.,update_field
f3fdd95e-f66c-424e-9f0c-4c59079ab13b,Augmenta,verified,city,Melbourne,Toronto,public evidence suggests updating this field,1.00,https://augmenta.ai,https://www.crunchbase.com/organization/augmenta-ai,Review before applying to live Supabase.,update_field
f3fdd95e-f66c-424e-9f0c-4c59079ab13b,Augmenta,verified,country,AU,CA,public evidence suggests updating this field,1.00,https://augmenta.ai,https://www.crunchbase.com/organization/augmenta-ai,Review before applying to live Supabase.,update_field
f3fdd95e-f66c-424e-9f0c-4c59079ab13b,Augmenta,verified,founders,,"Aaron Szymanski, Davide Panelli, Francesco Iorio, Massimiliano Moruzzi",public evidence suggests updating this field,1.00,https://augmenta.ai,https://www.crunchbase.com/organization/augmenta-ai,Review before applying to live Supabase.,update_field
f3fdd95e-f66c-424e-9f0c-4c59079ab13b,Augmenta,verified,headcount_min,,11,public evidence suggests updating this field,1.00,https://augmenta.ai,https://www.crunchbase.com/organization/augmenta-ai,Review before applying to live Supabase.,update_field
f3fdd95e-f66c-424e-9f0c-4c59079ab13b,Augmenta,verified,headcount_max,,50,public evidence suggests updating this field,1.00,https://augmenta.ai,https://www.crunchbase.com/organization/augmenta-ai,Review before applying to live Supabase.,update_field
f3fdd95e-f66c-424e-9f0c-4c59079ab13b,Augmenta,verified,headcount_source_url,,https://www.crunchbase.com/organization/augmenta-ai,public evidence suggests updating this field,1.00,https://augmenta.ai,https://www.crunchbase.com/organization/augmenta-ai,Review before applying to live Supabase.,update_field
453eb493-7cff-4d8f-9a4e-4d45588af54b,Auror,verified,summary,Retail crime intelligence platform; AI matches incidents and offenders across stores and jurisdictions.,"Auror is a retail crime intelligence and loss prevention platform that enables retailers and law enforcement agencies to capture incidents, identify patterns, and collaborate to prevent and solve retail crime.",public evidence suggests updating this field,1.00,https://www.auror.co,https://www.auror.co/uk/company-careers,Review before applying to live Supabase.,update_field
453eb493-7cff-4d8f-9a4e-4d45588af54b,Auror,verified,founders,,"Phil Thomson, James Corbett",public evidence suggests updating this field,1.00,https://www.auror.co,https://www.auror.co/uk/company-careers,Review before applying to live Supabase.,update_field
6124a02f-6c44-4a60-836f-0e04ebe2fc2b,Breaker,verified,summary,"Agent-native platform for shipping software faster, focused on coding agents that integrate with existing developer toolchains.","Breaker is a defense technology startup that develops AI agent software enabling military operators to control teams of autonomous systems across air, land, and sea using natural voice commands - solving the autonomous vehicle orchestration problem by turning small teams into force multipliers.",public evidence suggests updating this field,1.00,https://breakerindustries.com/news-insights/breaker-raises-6m-seed-round-led-by-bessemer-venture-partners,https://finance.yahoo.com/news/breaker-raises-6m-seed-round-140100170.html,Review before applying to live Supabase.,update_field
6124a02f-6c44-4a60-836f-0e04ebe2fc2b,Breaker,verified,city,Melbourne,Sydney,public evidence suggests updating this field,1.00,https://breakerindustries.com/news-insights/breaker-raises-6m-seed-round-led-by-bessemer-venture-partners,https://finance.yahoo.com/news/breaker-raises-6m-seed-round-140100170.html,Review before applying to live Supabase.,update_field
6124a02f-6c44-4a60-836f-0e04ebe2fc2b,Breaker,verified,founders,,"Matthew Buffa, Michael Irwin, Vanja Videnovic",public evidence suggests updating this field,1.00,https://breakerindustries.com/news-insights/breaker-raises-6m-seed-round-led-by-bessemer-venture-partners,https://finance.yahoo.com/news/breaker-raises-6m-seed-round-140100170.html,Review before applying to live Supabase.,update_field
6124a02f-6c44-4a60-836f-0e04ebe2fc2b,Breaker,verified,total_raised_usd,,6000000,public evidence suggests updating this field,1.00,https://breakerindustries.com/news-insights/breaker-raises-6m-seed-round-led-by-bessemer-venture-partners,https://finance.yahoo.com/news/breaker-raises-6m-seed-round-140100170.html,Review before applying to live Supabase.,update_field
6124a02f-6c44-4a60-836f-0e04ebe2fc2b,Breaker,verified,total_raised_currency_raw,,US$6M,public evidence suggests updating this field,1.00,https://breakerindustries.com/news-insights/breaker-raises-6m-seed-round-led-by-bessemer-venture-partners,https://finance.yahoo.com/news/breaker-raises-6m-seed-round-140100170.html,Review before applying to live Supabase.,update_field
6124a02f-6c44-4a60-836f-0e04ebe2fc2b,Breaker,verified,total_raised_as_of,,2026-02-17,public evidence suggests updating this field,1.00,https://breakerindustries.com/news-insights/breaker-raises-6m-seed-round-led-by-bessemer-venture-partners,https://finance.yahoo.com/news/breaker-raises-6m-seed-round-140100170.html,Review before applying to live Supabase.,update_field
6124a02f-6c44-4a60-836f-0e04ebe2fc2b,Breaker,verified,total_raised_source_url,,https://finance.yahoo.com/news/breaker-raises-6m-seed-round-140100170.html,public evidence suggests updating this field,1.00,https://breakerindustries.com/news-insights/breaker-raises-6m-seed-round-led-by-bessemer-venture-partners,https://finance.yahoo.com/news/breaker-raises-6m-seed-round-140100170.html,Review before applying to live Supabase.,update_field
37c6f051-8c3a-4e3a-bdf5-746ee922f91d,Buildkite,verified,summary,Hybrid CI/CD platform; AI-assisted pipeline insights and test analytics for engineering teams.,"Buildkite is a fast-growing software delivery provider offering the industry's first Scale-Out Delivery Platform, enabling developers to build, test, and deploy software at scale across a broad range of use cases including AI/ML workloads and mobile application development.",public evidence suggests updating this field,1.00,https://buildkite.com,https://buildkite.com/about/press/buildkite-names-software-industry-leader-kevin-gounden-as-ceo-to-accelerate-ai-enabled-software-delivery,Review before applying to live Supabase.,update_field
37c6f051-8c3a-4e3a-bdf5-746ee922f91d,Buildkite,verified,city,Melbourne,San Francisco,public evidence suggests updating this field,1.00,https://buildkite.com,https://buildkite.com/about/press/buildkite-names-software-industry-leader-kevin-gounden-as-ceo-to-accelerate-ai-enabled-software-delivery,Review before applying to live Supabase.,update_field
37c6f051-8c3a-4e3a-bdf5-746ee922f91d,Buildkite,verified,country,AU,US,public evidence suggests updating this field,1.00,https://buildkite.com,https://buildkite.com/about/press/buildkite-names-software-industry-leader-kevin-gounden-as-ceo-to-accelerate-ai-enabled-software-delivery,Review before applying to live Supabase.,update_field
37c6f051-8c3a-4e3a-bdf5-746ee922f91d,Buildkite,verified,founders,,"Keith Pitt, Tim Lucas",public evidence suggests updating this field,1.00,https://buildkite.com,https://buildkite.com/about/press/buildkite-names-software-industry-leader-kevin-gounden-as-ceo-to-accelerate-ai-enabled-software-delivery,Review before applying to live Supabase.,update_field
37c6f051-8c3a-4e3a-bdf5-746ee922f91d,Buildkite,verified,total_raised_currency_raw,,$59M USD (combined $28M in 2020 and $31M in 2022),public evidence suggests updating this field,1.00,https://buildkite.com,https://buildkite.com/about/press/buildkite-names-software-industry-leader-kevin-gounden-as-ceo-to-accelerate-ai-enabled-software-delivery,Review before applying to live Supabase.,update_field
37c6f051-8c3a-4e3a-bdf5-746ee922f91d,Buildkite,verified,total_raised_source_url,,https://www.startupdaily.net/topic/people/buildkite-finally-has-a-new-ceo,public evidence suggests updating this field,1.00,https://buildkite.com,https://buildkite.com/about/press/buildkite-names-software-industry-leader-kevin-gounden-as-ceo-to-accelerate-ai-enabled-software-delivery,Review before applying to live Supabase.,update_field
37c6f051-8c3a-4e3a-bdf5-746ee922f91d,Buildkite,verified,valuation_usd,,200000000,public evidence suggests updating this field,1.00,https://buildkite.com,https://buildkite.com/about/press/buildkite-names-software-industry-leader-kevin-gounden-as-ceo-to-accelerate-ai-enabled-software-delivery,Review before applying to live Supabase.,update_field
37c6f051-8c3a-4e3a-bdf5-746ee922f91d,Buildkite,verified,valuation_currency_raw,,$200 million USD (2020),public evidence suggests updating this field,1.00,https://buildkite.com,https://buildkite.com/about/press/buildkite-names-software-industry-leader-kevin-gounden-as-ceo-to-accelerate-ai-enabled-software-delivery,Review before applying to live Supabase.,update_field
37c6f051-8c3a-4e3a-bdf5-746ee922f91d,Buildkite,verified,valuation_as_of,,2020-01-01,public evidence suggests updating this field,1.00,https://buildkite.com,https://buildkite.com/about/press/buildkite-names-software-industry-leader-kevin-gounden-as-ceo-to-accelerate-ai-enabled-software-delivery,Review before applying to live Supabase.,update_field
37c6f051-8c3a-4e3a-bdf5-746ee922f91d,Buildkite,verified,valuation_source_url,,https://www.startupdaily.net/topic/people/buildkite-finally-has-a-new-ceo,public evidence suggests updating this field,1.00,https://buildkite.com,https://buildkite.com/about/press/buildkite-names-software-industry-leader-kevin-gounden-as-ceo-to-accelerate-ai-enabled-software-delivery,Review before applying to live Supabase.,update_field
8d001962-d8db-43c7-bc5f-38d9e17bb0b9,Canva,verified,summary,"Design platform with deep generative AI integration: Magic Studio, Magic Write, image generation, and design-to-code workflows.","Canva is an AI-powered visual design platform that enables users to create social posts, videos, presentations, and more - offering tools like Magic Eraser, Magic Write, Magic Layers, and a full suite of templates and brand management features.",public evidence suggests updating this field,1.00,https://www.canva.com,https://www.lennysnewsletter.com/p/the-making-of-canva,Review before applying to live Supabase.,update_field
8d001962-d8db-43c7-bc5f-38d9e17bb0b9,Canva,verified,founders,,Melanie Perkins,public evidence suggests updating this field,1.00,https://www.canva.com,https://www.lennysnewsletter.com/p/the-making-of-canva,Review before applying to live Supabase.,update_field
8d001962-d8db-43c7-bc5f-38d9e17bb0b9,Canva,verified,valuation_usd,,42000000000,public evidence suggests updating this field,1.00,https://www.canva.com,https://www.lennysnewsletter.com/p/the-making-of-canva,Review before applying to live Supabase.,update_field
8d001962-d8db-43c7-bc5f-38d9e17bb0b9,Canva,verified,valuation_currency_raw,,$42B,public evidence suggests updating this field,1.00,https://www.canva.com,https://www.lennysnewsletter.com/p/the-making-of-canva,Review before applying to live Supabase.,update_field
8d001962-d8db-43c7-bc5f-38d9e17bb0b9,Canva,verified,valuation_source_url,,https://www.lennysnewsletter.com/p/the-making-of-canva,public evidence suggests updating this field,1.00,https://www.canva.com,https://www.lennysnewsletter.com/p/the-making-of-canva,Review before applying to live Supabase.,update_field
1b12c70c-7f7a-47a1-8239-e5e740317215,Castled,verified,profile,,,no public-source difference detected,0.00,https://www.facebook.com/businessinsider/posts/citadels-founder-and-ceo-said-that-young-graduates-need-to-read-about-the-domain/1096021779062772,https://wsdtx.org/wp-content/uploads/2025/09/August_September-2025-Digital-ECHO-indd.pdf,Keep row unchanged unless manual review finds an issue.,no_change
e7babe67-4045-439d-b601-117f53418700,Chronos,verified,summary,"AI assistant for radiologists, focused on workflow orchestration and report generation. Pending verification.","Chronos AS is an AI company that delivers high-end solutions within artificial intelligence, computer science, language technology, and big data - with a team of academics, researchers, consultants, and advisers with extensive IT and management experience.",public evidence suggests updating this field,1.00,https://chronos.ai/en,https://chronos.ai,Review before applying to live Supabase.,update_field
e7babe67-4045-439d-b601-117f53418700,Chronos,verified,city,Sydney,Oslo,public evidence suggests updating this field,1.00,https://chronos.ai/en,https://chronos.ai,Review before applying to live Supabase.,update_field
e7babe67-4045-439d-b601-117f53418700,Chronos,verified,country,AU,NO,public evidence suggests updating this field,1.00,https://chronos.ai/en,https://chronos.ai,Review before applying to live Supabase.,update_field
196deb89-dd9a-4462-b3fd-f622ee6ce764,Cipherise,verified,summary,Bidirectional authentication and identity platform; ML for anomaly detection across enterprise access patterns.,"Cipherise is a cybersecurity product developed by Forticode, focused on authentication and security solutions for domestic and international markets.",public evidence suggests updating this field,1.00,https://strategy61.com.au/credentials,,Review before applying to live Supabase.,update_field
196deb89-dd9a-4462-b3fd-f622ee6ce764,Cipherise,verified,total_raised_usd,,3000000,public evidence suggests updating this field,1.00,https://strategy61.com.au/credentials,,Review before applying to live Supabase.,update_field
196deb89-dd9a-4462-b3fd-f622ee6ce764,Cipherise,verified,total_raised_currency_raw,,$3M,public evidence suggests updating this field,1.00,https://strategy61.com.au/credentials,,Review before applying to live Supabase.,update_field
196deb89-dd9a-4462-b3fd-f622ee6ce764,Cipherise,verified,total_raised_source_url,,https://strategy61.com.au/credentials,public evidence suggests updating this field,1.00,https://strategy61.com.au/credentials,,Review before applying to live Supabase.,update_field
ee566c78-a2c5-4e79-b5fa-e47952e247cd,Composite,verified,summary,Multi-agent orchestration framework for building and observing production agent systems.,"Composite is the autopilot for your browser, running AI locally to intelligently detect and automate repetitive digital tasks in real time for professionals at Fortune 500 companies and startups.",public evidence suggests updating this field,1.00,https://www.prnewswire.com/news-releases/composite-raises-5-6m-to-liberate-professionals-from-tedious-grunt-work-302572973.html,https://techcrunch.com/2025/09/30/composite-gets-backing-from-nfdg-for-its-cross-browser-agent-tool,Review before applying to live Supabase.,update_field
ee566c78-a2c5-4e79-b5fa-e47952e247cd,Composite,verified,city,Auckland,San Francisco,public evidence suggests updating this field,1.00,https://www.prnewswire.com/news-releases/composite-raises-5-6m-to-liberate-professionals-from-tedious-grunt-work-302572973.html,https://techcrunch.com/2025/09/30/composite-gets-backing-from-nfdg-for-its-cross-browser-agent-tool,Review before applying to live Supabase.,update_field
ee566c78-a2c5-4e79-b5fa-e47952e247cd,Composite,verified,country,NZ,US,public evidence suggests updating this field,1.00,https://www.prnewswire.com/news-releases/composite-raises-5-6m-to-liberate-professionals-from-tedious-grunt-work-302572973.html,https://techcrunch.com/2025/09/30/composite-gets-backing-from-nfdg-for-its-cross-browser-agent-tool,Review before applying to live Supabase.,update_field
ee566c78-a2c5-4e79-b5fa-e47952e247cd,Composite,verified,founders,,"Yang Fan Yun, Charlie Deane",public evidence suggests updating this field,1.00,https://www.prnewswire.com/news-releases/composite-raises-5-6m-to-liberate-professionals-from-tedious-grunt-work-302572973.html,https://techcrunch.com/2025/09/30/composite-gets-backing-from-nfdg-for-its-cross-browser-agent-tool,Review before applying to live Supabase.,update_field
ee566c78-a2c5-4e79-b5fa-e47952e247cd,Composite,verified,total_raised_usd,,5600000,public evidence suggests updating this field,1.00,https://www.prnewswire.com/news-releases/composite-raises-5-6m-to-liberate-professionals-from-tedious-grunt-work-302572973.html,https://techcrunch.com/2025/09/30/composite-gets-backing-from-nfdg-for-its-cross-browser-agent-tool,Review before applying to live Supabase.,update_field
ee566c78-a2c5-4e79-b5fa-e47952e247cd,Composite,verified,total_raised_currency_raw,,$5.6M,public evidence suggests updating this field,1.00,https://www.prnewswire.com/news-releases/composite-raises-5-6m-to-liberate-professionals-from-tedious-grunt-work-302572973.html,https://techcrunch.com/2025/09/30/composite-gets-backing-from-nfdg-for-its-cross-browser-agent-tool,Review before applying to live Supabase.,update_field
ee566c78-a2c5-4e79-b5fa-e47952e247cd,Composite,verified,total_raised_as_of,,2025-10-01,public evidence suggests updating this field,1.00,https://www.prnewswire.com/news-releases/composite-raises-5-6m-to-liberate-professionals-from-tedious-grunt-work-302572973.html,https://techcrunch.com/2025/09/30/composite-gets-backing-from-nfdg-for-its-cross-browser-agent-tool,Review before applying to live Supabase.,update_field
ee566c78-a2c5-4e79-b5fa-e47952e247cd,Composite,verified,total_raised_source_url,,https://www.prnewswire.com/news-releases/composite-raises-5-6m-to-liberate-professionals-from-tedious-grunt-work-302572973.html,public evidence suggests updating this field,1.00,https://www.prnewswire.com/news-releases/composite-raises-5-6m-to-liberate-professionals-from-tedious-grunt-work-302572973.html,https://techcrunch.com/2025/09/30/composite-gets-backing-from-nfdg-for-its-cross-browser-agent-tool,Review before applying to live Supabase.,update_field
a7f77ba2-402e-4e44-a1e8-79318912654e,Cortical Labs,verified,summary,Biological computing company building hybrid wetware-silicon systems using human neurons cultured on electrode arrays.,"Cortical Labs is a biotech company building biological computers that combine lab-grown neurons with silicon chips, offering the CL1 - the world's first code-deployable biological computer - and a Cortical Cloud platform for distributed biological computing.",public evidence suggests updating this field,1.00,https://corticallabs.com,https://corticallabs.com/company,Review before applying to live Supabase.,update_field
a7f77ba2-402e-4e44-a1e8-79318912654e,Cortical Labs,verified,founders,,Hon Weng Chong,public evidence suggests updating this field,1.00,https://corticallabs.com,https://corticallabs.com/company,Review before applying to live Supabase.,update_field
